gene_id	scaffold	start	end	strand	product
PcrG002795	h1tg000058l	452166	477666	+	
PcrG002796	h1tg000058l	491909	502628	+	
PcrG002797	h1tg000058l	512231	522317	-	
PcrG002798	h1tg000058l	522908	524446	+	
PcrG002799	h1tg000058l	531001	544761	-	
PcrG002800	h1tg000058l	546065	551225	+	
PcrG002801	h1tg000058l	553235	573808	-	
PcrG002802	h1tg000058l	573955	585646	+	
PcrG002803	h1tg000058l	613105	636036	+	
PcrG002804	h1tg000058l	664902	674269	+	
PcrG002805	h1tg000058l	715624	715986	-	
PcrG002806	h1tg000058l	721557	769659	+	
PcrG002807	h1tg000058l	773931	785579	-	
PcrG002808	h1tg000058l	785682	795510	+	
PcrG002809	h1tg000058l	796719	799126	-	
PcrG002810	h1tg000058l	809119	818708	+	
PcrG002811	h1tg000058l	833515	846712	-	
PcrG002812	h1tg000058l	848560	858200	-	
PcrG002813	h1tg000058l	858687	864479	+	
PcrG002814	h1tg000058l	886367	891288	-	
PcrG002815	h1tg000058l	940656	949083	-	
PcrG002816	h1tg000058l	950029	986055	-	
PcrG002817	h1tg000058l	995898	1001038	-	
PcrG002818	h1tg000058l	1011537	1018141	-	
PcrG002819	h1tg000058l	1024899	1032875	+	
PcrG002820	h1tg000058l	1035340	1044854	-	
PcrG002821	h1tg000058l	1053598	1072272	+	
PcrG002822	h1tg000058l	1077434	1081807	-	
PcrG002823	h1tg000058l	1102273	1128734	-	
PcrG002824	h1tg000058l	1129371	1138808	+	
PcrG002825	h1tg000058l	1211337	1220179	+	
PcrG002826	h1tg000058l	1240744	1252727	+	
PcrG002827	h1tg000058l	1371210	1375126	+	
PcrG002828	h1tg000058l	1376981	1390430	+	
PcrG002829	h1tg000059l	96364	99102	-	
PcrG002830	h1tg000059l	101104	104404	-	
PcrG002831	h1tg000059l	105018	123767	+	
PcrG002832	h1tg000059l	126380	138047	-	
PcrG002833	h1tg000059l	149119	161450	-	
PcrG002834	h1tg000059l	167423	168310	+	
PcrG002835	h1tg000059l	171087	171983	+	
PcrG002836	h1tg000059l	187249	194124	+	
PcrG002837	h1tg000059l	201187	201519	-	
PcrG002838	h1tg000059l	206642	212603	-	
PcrG002839	h1tg000059l	308758	329000	-	
PcrG002840	h1tg000059l	383131	432850	+	
PcrG002841	h1tg000059l	449326	450060	-	
PcrG002842	h1tg000059l	453202	454807	-	
PcrG002843	h1tg000059l	455963	465692	+	
PcrG002844	h1tg000059l	469504	492307	+	
PcrG002845	h1tg000059l	494938	501035	+	
PcrG002846	h1tg000059l	503362	541262	-	
PcrG002847	h1tg000059l	547317	564347	-	
PcrG002848	h1tg000059l	576141	587241	-	
PcrG002849	h1tg000059l	597560	605761	-	
PcrG002850	h1tg000059l	607836	613798	-	
PcrG002851	h1tg000059l	613979	621321	+	
PcrG002852	h1tg000059l	626190	639854	+	
PcrG002853	h1tg000059l	645601	646743	-	
PcrG002854	h1tg000059l	652773	654477	+	
PcrG002855	h1tg000059l	675325	683263	-	
PcrG002856	h1tg000059l	696473	703025	-	
PcrG002857	h1tg000059l	720753	727136	-	
PcrG002858	h1tg000060l	17831	32738	-	
PcrG002859	h1tg000060l	33883	42129	+	
PcrG002860	h1tg000060l	44246	48959	-	
PcrG002861	h1tg000060l	58274	58723	+	
PcrG002862	h1tg000060l	61824	76593	+	
PcrG002863	h1tg000060l	78756	80222	-	
PcrG002864	h1tg000060l	80449	92936	+	
PcrG002865	h1tg000060l	98632	109750	+	
PcrG002866	h1tg000060l	113193	114089	+	
PcrG002867	h1tg000060l	117798	138452	-	
PcrG002868	h1tg000060l	141051	149192	-	
PcrG002869	h1tg000060l	170789	173762	+	
PcrG002870	h1tg000060l	174225	175471	+	
PcrG002871	h1tg000060l	178867	184016	+	
PcrG002872	h1tg000060l	185476	193018	-	
PcrG002873	h1tg000060l	193314	206616	+	
PcrG002874	h1tg000060l	208835	213237	-	
PcrG002875	h1tg000060l	252451	255696	-	
PcrG002876	h1tg000060l	257683	259042	+	
PcrG002877	h1tg000060l	270498	291841	-	
PcrG002878	h1tg000060l	292860	304331	+	
PcrG002879	h1tg000060l	313338	315481	+	
PcrG002880	h1tg000060l	339216	341169	+	
PcrG002881	h1tg000060l	370330	371990	-	
PcrG002882	h1tg000060l	379403	380362	+	
PcrG002883	h1tg000060l	384814	386109	+	
PcrG002884	h1tg000060l	393091	414089	-	
PcrG002885	h1tg000060l	414544	423679	+	
PcrG002886	h1tg000060l	425770	436946	-	
PcrG002887	h1tg000060l	464243	469817	-	
PcrG002888	h1tg000060l	472075	486636	-	
PcrG002889	h1tg000060l	487399	487971	+	
PcrG002890	h1tg000060l	494421	517756	-	
PcrG002891	h1tg000060l	518216	549564	+	
PcrG002892	h1tg000060l	562639	578666	-	
PcrG002893	h1tg000060l	592560	624000	-	
PcrG002894	h1tg000060l	632517	633580	+	
PcrG002895	h1tg000060l	641417	645484	-	
PcrG002896	h1tg000060l	660151	664515	-	
PcrG002897	h1tg000060l	668673	669803	+	
PcrG002898	h1tg000060l	684811	686092	+	
PcrG002899	h1tg000060l	703551	713761	+	
PcrG002900	h1tg000060l	714522	715647	+	
PcrG002901	h1tg000060l	719269	722589	-	
PcrG002902	h1tg000060l	727974	729291	-	
PcrG002903	h1tg000060l	734249	749487	-	
PcrG002904	h1tg000060l	779360	794328	+	
PcrG002905	h1tg000060l	810927	816242	-	
PcrG002906	h1tg000060l	816414	818089	+	
PcrG002907	h1tg000060l	820439	830758	-	
PcrG002908	h1tg000060l	830930	833578	+	
PcrG002909	h1tg000060l	834147	840442	-	
PcrG002910	h1tg000060l	879014	905895	+	
PcrG002911	h1tg000060l	918221	919747	-	
PcrG002912	h1tg000060l	961362	964007	+	
PcrG002913	h1tg000060l	966813	971372	-	
PcrG002914	h1tg000060l	971653	974344	+	
PcrG002915	h1tg000060l	975345	986888	-	
PcrG002916	h1tg000060l	990503	1008260	+	
PcrG002917	h1tg000060l	1009942	1010532	+	
PcrG002918	h1tg000060l	1025569	1050900	+	
PcrG002919	h1tg000060l	1052474	1089779	-	
PcrG002920	h1tg000060l	1096513	1097421	+	
PcrG002921	h1tg000060l	1102646	1113008	+	
PcrG002922	h1tg000060l	1116785	1124410	-	
PcrG002923	h1tg000060l	1124653	1127931	+	
PcrG002924	h1tg000060l	1129417	1134740	-	
PcrG002925	h1tg000060l	1139905	1157771	-	
PcrG002926	h1tg000060l	1283001	1284387	+	
PcrG002927	h1tg000060l	1284579	1288393	+	
PcrG002928	h1tg000060l	1306908	1307927	+	
PcrG002929	h1tg000060l	1684719	1687329	-	
PcrG002930	h1tg000060l	1811405	1813753	-	
PcrG002931	h1tg000060l	1816495	1836736	+	
PcrG002932	h1tg000060l	1842391	1850629	+	
PcrG002933	h1tg000060l	1852576	1852989	-	
PcrG002934	h1tg000060l	1868150	1899531	+	
PcrG002935	h1tg000060l	1908605	1913778	-	
PcrG002936	h1tg000060l	1916141	1923836	-	
PcrG002937	h1tg000060l	1934132	1979322	+	
PcrG002938	h1tg000060l	1984422	1987838	-	
PcrG002939	h1tg000060l	1987893	1989269	-	
PcrG002940	h1tg000060l	1997097	1998014	+	
PcrG002941	h1tg000060l	2007922	2008245	+	
PcrG002942	h1tg000060l	2014741	2015292	-	
PcrG002943	h1tg000060l	2017643	2018239	-	
PcrG002944	h1tg000060l	2019897	2020493	-	
PcrG002945	h1tg000060l	2027287	2027883	-	
PcrG002946	h1tg000060l	2037501	2040081	-	
PcrG002947	h1tg000060l	2052923	2053672	-	
PcrG002948	h1tg000060l	2073106	2076243	-	
PcrG002949	h1tg000060l	2102741	2153338	+	
PcrG002950	h1tg000060l	2155926	2167136	-	
PcrG002951	h1tg000060l	2167276	2168532	+	
PcrG002952	h1tg000060l	2172268	2196330	-	
PcrG002953	h1tg000060l	2234102	2237743	-	
PcrG002954	h1tg000060l	2241368	2245028	-	
PcrG002955	h1tg000060l	2245331	2258864	+	
PcrG002956	h1tg000060l	2261692	2265840	+	
PcrG002957	h1tg000060l	2271888	2280696	-	
PcrG002958	h1tg000060l	2280844	2306649	+	
PcrG002959	h1tg000060l	2311200	2311802	+	
PcrG002960	h1tg000060l	2316448	2317044	+	
PcrG002961	h1tg000060l	2319303	2319899	+	
PcrG002962	h1tg000060l	2379280	2379861	+	
PcrG002963	h1tg000060l	2402840	2403592	+	
PcrG002964	h1tg000060l	2410004	2410549	-	
PcrG002965	h1tg000060l	2418151	2420395	-	
PcrG002966	h1tg000060l	2455711	2457960	+	
PcrG002967	h1tg000060l	2480336	2481535	-	
PcrG002968	h1tg000060l	2534282	2540427	-	
PcrG002969	h1tg000060l	2609002	2609670	-	
PcrG002970	h1tg000060l	2627902	2628570	-	
PcrG002971	h1tg000060l	2674199	2677789	-	
PcrG002972	h1tg000060l	2711227	2711895	-	
PcrG002973	h1tg000060l	2731948	2732802	-	
PcrG002974	h1tg000060l	2768815	2773213	-	
PcrG002975	h1tg000061l	1251	96457	-	
PcrG002976	h1tg000061l	154092	154487	+	
PcrG002977	h1tg000061l	155018	155470	+	
PcrG002978	h1tg000061l	377549	401679	-	
PcrG002979	h1tg000061l	423205	424206	+	
PcrG002980	h1tg000061l	541049	601545	+	
PcrG002981	h1tg000061l	641897	642931	+	
PcrG002982	h1tg000061l	647487	648122	+	
PcrG002983	h1tg000061l	693323	700228	+	
PcrG002984	h1tg000061l	720003	753823	+	
PcrG002985	h1tg000061l	773163	774257	-	
PcrG002986	h1tg000061l	864914	865948	+	
PcrG002987	h1tg000061l	905106	906197	+	
PcrG002988	h1tg000061l	920948	970477	-	
PcrG002989	h1tg000061l	970676	978745	+	
PcrG002990	h1tg000061l	981925	996459	-	
PcrG002991	h1tg000061l	1012318	1065261	+	
PcrG002992	h1tg000061l	1080214	1094257	+	
PcrG002993	h1tg000061l	1104483	1116807	-	
PcrG002994	h1tg000061l	1118360	1131113	+	
PcrG002995	h1tg000061l	1143332	1157881	+	
PcrG002996	h1tg000061l	1161718	1163473	+	
PcrG002997	h1tg000061l	1165534	1179845	-	
PcrG002998	h1tg000061l	1203617	1206708	+	
PcrG002999	h1tg000061l	1211792	1231491	+	
PcrG003000	h1tg000061l	1280489	1283845	-	
PcrG003001	h1tg000061l	1286029	1290115	-	
PcrG003002	h1tg000061l	1295070	1300901	-	
PcrG003003	h1tg000061l	1302532	1305356	-	
PcrG003004	h1tg000061l	1338503	1340553	+	
PcrG003005	h1tg000061l	1341092	1342891	-	
PcrG003006	h1tg000061l	1351291	1353687	+	
PcrG003007	h1tg000061l	1353833	1356308	+	
PcrG003008	h1tg000061l	1371638	1373223	+	
PcrG003009	h1tg000061l	1433879	1444873	-	
PcrG003010	h1tg000061l	1451409	1467609	+	
PcrG003011	h1tg000062l	21050	21418	+	
PcrG003012	h1tg000062l	25741	27699	-	
PcrG003013	h1tg000062l	38052	50126	-	
PcrG003014	h1tg000062l	126371	126769	+	
PcrG003015	h1tg000062l	128791	178605	-	
PcrG003016	h1tg000062l	198479	200239	-	
PcrG003017	h1tg000062l	356780	357361	+	
PcrG003018	h1tg000062l	494896	542628	-	
PcrG003019	h1tg000062l	579797	639729	-	
PcrG003020	h1tg000062l	684432	707296	+	
PcrG003021	h1tg000062l	709978	713731	+	
PcrG003022	h1tg000062l	714526	729657	-	
PcrG003023	h1tg000062l	733758	745793	+	
PcrG003024	h1tg000062l	748802	756624	+	
PcrG003025	h1tg000062l	761097	769304	+	
PcrG003026	h1tg000062l	851157	851726	+	
PcrG003027	h1tg000062l	865969	874541	+	
PcrG003028	h1tg000062l	883178	889408	+	
PcrG003029	h1tg000062l	898325	899905	+	
PcrG003030	h1tg000062l	904419	905492	-	
PcrG003031	h1tg000062l	940333	946587	+	
PcrG003032	h1tg000062l	951473	961452	+	
PcrG003033	h1tg000062l	966066	975529	+	
PcrG003034	h1tg000062l	978935	984256	+	
PcrG003035	h1tg000062l	987867	990490	-	
PcrG003036	h1tg000062l	1014116	1020117	-	
PcrG003037	h1tg000062l	1043104	1067074	-	
PcrG003038	h1tg000062l	1125388	1130270	-	
PcrG003039	h1tg000062l	1170164	1193965	-	
PcrG003040	h1tg000062l	1194370	1206954	+	
PcrG003041	h1tg000062l	1262883	1272202	+	
PcrG003042	h1tg000062l	1294354	1299507	+	
PcrG003043	h1tg000062l	1302341	1303717	-	
PcrG003044	h1tg000062l	1308927	1310345	+	
PcrG003045	h1tg000062l	1312847	1314323	+	
PcrG003046	h1tg000062l	1327277	1327849	-	
PcrG003047	h1tg000062l	1380268	1391024	-	
PcrG003048	h1tg000062l	1400067	1406953	-	
PcrG003049	h1tg000062l	1410489	1437622	+	
PcrG003050	h1tg000062l	1440551	1441618	+	
PcrG003051	h1tg000062l	1446544	1457310	-	
PcrG003052	h1tg000062l	1463169	1487926	+	
PcrG003053	h1tg000062l	1489587	1491632	-	
PcrG003054	h1tg000062l	1492598	1503848	-	
PcrG003055	h1tg000062l	1505156	1507571	+	
PcrG003056	h1tg000062l	1508729	1517191	+	
PcrG003057	h1tg000062l	1520211	1535349	+	
PcrG003058	h1tg000063l	154966	155463	-	
PcrG003059	h1tg000063l	181769	220057	-	
PcrG003060	h1tg000063l	296898	369996	+	
PcrG003061	h1tg000063l	384309	389266	+	
PcrG003062	h1tg000063l	390487	399018	-	
PcrG003063	h1tg000063l	399284	415149	+	
PcrG003064	h1tg000063l	416088	422234	-	
PcrG003065	h1tg000063l	425947	437614	-	
PcrG003066	h1tg000063l	447864	452437	+	
PcrG003067	h1tg000063l	457452	462923	+	
PcrG003068	h1tg000063l	503876	505447	+	
PcrG003069	h1tg000063l	526779	529380	-	
PcrG003070	h1tg000063l	537795	542941	+	
PcrG003071	h1tg000063l	551414	559672	+	
PcrG003072	h1tg000063l	562843	563217	+	
PcrG003073	h1tg000063l	569750	582861	+	
PcrG003074	h1tg000063l	587050	602170	+	
PcrG003075	h1tg000063l	639450	647465	+	
PcrG003076	h1tg000063l	673322	685721	+	
PcrG003077	h1tg000063l	689060	693275	-	
PcrG003078	h1tg000063l	708797	709684	+	
PcrG003079	h1tg000063l	731023	733858	-	
PcrG003080	h1tg000063l	749999	768679	-	
PcrG003081	h1tg000063l	772143	773327	+	
PcrG003082	h1tg000063l	776666	819096	+	
PcrG003083	h1tg000063l	823879	833932	-	
PcrG003084	h1tg000063l	838760	839671	+	
PcrG003085	h1tg000063l	910310	911372	+	
PcrG003086	h1tg000063l	911478	912140	+	
PcrG003087	h1tg000064l	246593	247792	+	
PcrG003088	h1tg000064l	254064	265835	+	
PcrG003089	h1tg000064l	278780	292062	-	
PcrG003090	h1tg000064l	307610	322738	-	
PcrG003091	h1tg000064l	326205	341169	-	
PcrG003092	h1tg000064l	345989	350658	-	
PcrG003093	h1tg000065l	2398	12771	-	
PcrG003094	h1tg000065l	35834	94206	-	
PcrG003095	h1tg000065l	94898	111587	+	
PcrG003096	h1tg000065l	114619	133039	-	
PcrG003097	h1tg000065l	133266	156133	+	
PcrG003098	h1tg000065l	232686	245621	-	
PcrG003099	h1tg000066l	127	40039	-	
PcrG003100	h1tg000066l	52420	63835	-	
PcrG003101	h1tg000066l	192136	199037	+	
PcrG003102	h1tg000066l	200542	215109	+	
PcrG003103	h1tg000066l	217012	217686	-	
PcrG003104	h1tg000066l	219052	220419	-	
PcrG003105	h1tg000066l	220684	224283	+	
PcrG003106	h1tg000066l	240609	248552	-	
PcrG003107	h1tg000066l	285011	295824	-	
PcrG003108	h1tg000066l	296486	298839	+	
PcrG003109	h1tg000066l	304520	304966	-	
PcrG003110	h1tg000066l	312002	322842	+	
PcrG003111	h1tg000066l	329052	354403	-	
PcrG003112	h1tg000066l	355083	363373	+	
PcrG003113	h1tg000066l	377600	388487	-	
PcrG003114	h1tg000066l	392355	438097	-	
PcrG003115	h1tg000066l	465752	473251	+	
PcrG003116	h1tg000066l	487473	495485	-	
PcrG003117	h1tg000066l	496407	496853	+	
PcrG003118	h1tg000066l	499287	499742	+	
PcrG003119	h1tg000067l	298	4431	-	
PcrG003120	h1tg000067l	4912	10414	+	
PcrG003121	h1tg000067l	15639	21671	+	
PcrG003122	h1tg000067l	120091	126916	-	
PcrG003123	h1tg000067l	140584	141465	+	
PcrG003124	h1tg000067l	278586	284380	+	
PcrG003125	h1tg000067l	300151	305339	+	
PcrG003126	h1tg000067l	378039	387382	+	
PcrG003127	h1tg000067l	394998	422574	+	
PcrG003128	h1tg000067l	427642	433381	+	
PcrG003129	h1tg000067l	463964	464911	+	
PcrG003130	h1tg000067l	502492	510946	+	
PcrG003131	h1tg000067l	513254	514255	-	
PcrG003132	h1tg000067l	545158	563395	+	
PcrG003133	h1tg000067l	567354	568274	-	
PcrG003134	h1tg000067l	573646	574605	-	
PcrG003135	h1tg000067l	588560	589558	+	
PcrG003136	h1tg000067l	608741	609616	+	
PcrG003137	h1tg000067l	679370	680254	+	
PcrG003138	h1tg000067l	687415	688317	+	
PcrG003139	h1tg000067l	696093	696974	+	
PcrG003140	h1tg000068l	19408	19671	+	
PcrG003141	h1tg000068l	21954	22700	+	
PcrG003142	h1tg000068l	33408	35211	-	
PcrG003143	h1tg000068l	305215	308604	-	
PcrG003144	h1tg000068l	308630	316448	-	
PcrG003145	h1tg000068l	462886	465195	+	
PcrG003146	h1tg000068l	471777	480174	+	
PcrG003147	h1tg000069l	620	22054	-	
PcrG003148	h1tg000069l	48679	51520	-	
PcrG003149	h1tg000069l	83938	99866	+	
PcrG003150	h1tg000069l	103613	117574	+	
PcrG003151	h1tg000069l	136535	137014	+	
PcrG003152	h1tg000069l	197861	198488	-	
PcrG003153	h1tg000069l	202850	230984	-	
PcrG003154	h1tg000069l	234258	279949	-	
PcrG003155	h1tg000069l	349810	355680	+	
PcrG003156	h1tg000069l	361084	376982	+	
PcrG003157	h1tg000069l	378614	384655	+	
PcrG003158	h1tg000069l	386879	390240	-	
PcrG003159	h1tg000069l	394230	399390	+	
PcrG003160	h1tg000069l	440919	441881	-	
PcrG003161	h1tg000069l	447394	454106	+	
PcrG003162	h1tg000069l	469203	471466	+	
PcrG003163	h1tg000069l	479269	480744	-	
PcrG003164	h1tg000069l	485657	492198	-	
PcrG003165	h1tg000069l	496604	513451	-	
PcrG003166	h1tg000069l	516514	521764	-	
PcrG003167	h1tg000069l	524935	528884	-	
PcrG003168	h1tg000069l	529204	535622	+	
PcrG003169	h1tg000069l	537058	537402	+	
PcrG003170	h1tg000069l	543509	547273	-	
PcrG003171	h1tg000069l	547542	555721	+	
PcrG003172	h1tg000069l	558904	575869	-	
PcrG003173	h1tg000069l	581378	583945	-	
PcrG003174	h1tg000069l	584363	592402	+	
PcrG003175	h1tg000069l	596257	597114	+	
PcrG003176	h1tg000069l	605558	606493	-	
PcrG003177	h1tg000069l	609762	616416	-	
PcrG003178	h1tg000070l	3402	14051	-	
PcrG003179	h1tg000070l	17162	17515	-	
PcrG003180	h1tg000070l	23419	26298	-	
PcrG003181	h1tg000070l	33522	38352	-	
PcrG003182	h1tg000070l	54698	54997	-	
PcrG003183	h1tg000070l	56836	57840	+	
PcrG003184	h1tg000070l	58290	69554	-	
PcrG003185	h1tg000070l	87489	88592	-	
PcrG003186	h1tg000070l	97970	100155	-	
PcrG003187	h1tg000070l	120542	141629	-	
PcrG003188	h1tg000070l	146859	147233	-	
PcrG003189	h1tg000070l	148088	156112	-	
PcrG003190	h1tg000070l	162317	175708	-	
PcrG003191	h1tg000070l	181893	197190	-	
PcrG003192	h1tg000070l	216099	216401	+	
PcrG003193	h1tg000070l	306709	342885	-	
PcrG003194	h1tg000070l	346784	366646	-	
PcrG003195	h1tg000070l	367005	370376	+	
PcrG003196	h1tg000070l	374649	379426	+	
PcrG003197	h1tg000070l	383629	389407	+	
PcrG003198	h1tg000070l	416452	417516	+	
PcrG003199	h1tg000070l	419666	421004	+	
PcrG003200	h1tg000070l	437019	437927	+	
PcrG003201	h1tg000070l	441531	446225	-	
PcrG003202	h1tg000070l	456440	460627	+	
PcrG003203	h1tg000070l	472971	476602	+	
PcrG003204	h1tg000070l	482863	484593	+	
PcrG003205	h1tg000070l	484768	486489	+	
PcrG003206	h1tg000070l	541603	544107	-	
PcrG003207	h1tg000070l	547058	552234	-	
PcrG003208	h1tg000070l	555977	563639	-	
PcrG003209	h1tg000070l	570242	570973	-	
PcrG003210	h1tg000070l	576268	576960	+	
PcrG003211	h1tg000070l	602131	608481	+	
PcrG003212	h1tg000070l	612571	616002	-	
PcrG003213	h1tg000070l	616315	637839	+	
PcrG003214	h1tg000070l	641753	648956	-	
PcrG003215	h1tg000070l	649691	673955	+	
PcrG003216	h1tg000070l	676729	677826	+	
PcrG003217	h1tg000070l	681757	682839	+	
PcrG003218	h1tg000070l	687070	690934	+	
PcrG003219	h1tg000070l	695218	697752	-	
PcrG003220	h1tg000070l	724885	727118	+	
PcrG003221	h1tg000070l	727153	744322	+	
PcrG003222	h1tg000070l	768508	785430	+	
PcrG003223	h1tg000070l	798215	804447	-	
PcrG003224	h1tg000070l	809831	815202	+	
PcrG003225	h1tg000070l	849011	863247	+	
PcrG003226	h1tg000070l	866633	876856	-	
PcrG003227	h1tg000070l	876965	891893	+	
PcrG003228	h1tg000070l	914781	919646	+	
PcrG003229	h1tg000070l	921213	922857	-	
PcrG003230	h1tg000070l	926920	928694	+	
PcrG003231	h1tg000070l	933910	940362	+	
PcrG003232	h1tg000070l	950833	957477	+	
PcrG003233	h1tg000071l	227	8007	-	
PcrG003234	h1tg000071l	12308	12523	+	
PcrG003235	h1tg000071l	16752	17252	+	
PcrG003236	h1tg000071l	19309	21075	-	
PcrG003237	h1tg000071l	23258	25834	+	
PcrG003238	h1tg000071l	29872	30396	-	
PcrG003239	h1tg000071l	38665	43886	+	
PcrG003240	h1tg000071l	50121	57425	+	
PcrG003241	h1tg000071l	58822	68732	-	
PcrG003242	h1tg000071l	72249	75255	+	
PcrG003243	h1tg000071l	78227	78683	-	
PcrG003244	h1tg000071l	78845	86651	+	
PcrG003245	h1tg000071l	91246	92415	+	
PcrG003246	h1tg000071l	110488	111602	-	
PcrG003247	h1tg000071l	143150	143920	+	
PcrG003248	h1tg000071l	163756	179655	-	
PcrG003249	h1tg000071l	180996	199930	-	
PcrG003250	h1tg000071l	210363	221906	-	
PcrG003251	h1tg000071l	230862	231848	-	
PcrG003252	h1tg000071l	240657	256014	-	
PcrG003253	h1tg000071l	302943	326445	-	
PcrG003254	h1tg000071l	330396	332135	-	
PcrG003255	h1tg000071l	375484	376059	-	
PcrG003256	h1tg000071l	503529	507402	+	
PcrG003257	h1tg000071l	508695	548436	+	
PcrG003258	h1tg000071l	549912	558796	-	
PcrG003259	h1tg000071l	561722	562612	-	
PcrG003260	h1tg000071l	563888	569205	-	
PcrG003261	h1tg000071l	575140	577402	-	
PcrG003262	h1tg000071l	586303	590556	+	
PcrG003263	h1tg000071l	591400	598566	-	
PcrG003264	h1tg000071l	601353	613793	+	
PcrG003265	h1tg000071l	614964	615620	-	
PcrG003266	h1tg000071l	766553	767173	+	
PcrG003267	h1tg000071l	812924	826949	+	
PcrG003268	h1tg000071l	832952	833800	-	
PcrG003269	h1tg000071l	839118	839723	-	
PcrG003270	h1tg000071l	841300	846173	-	
PcrG003271	h1tg000071l	852790	853410	-	
PcrG003272	h1tg000071l	858432	858794	-	
PcrG003273	h1tg000071l	861744	862376	-	
PcrG003274	h1tg000071l	867208	868020	-	
PcrG003275	h1tg000071l	872067	872435	-	
PcrG003276	h1tg000071l	873614	874486	-	
PcrG003277	h1tg000071l	897366	897968	-	
PcrG003278	h1tg000071l	900742	914333	-	
PcrG003279	h1tg000071l	922860	926266	-	
PcrG003280	h1tg000071l	1041449	1046233	-	
PcrG003281	h1tg000071l	1114089	1118697	-	
PcrG003282	h1tg000071l	1144740	1158130	-	
PcrG003283	h1tg000071l	1183653	1187780	+	
PcrG003284	h1tg000071l	1194753	1215680	-	
PcrG003285	h1tg000071l	1269828	1270805	-	
PcrG003286	h1tg000071l	1279575	1280555	+	
PcrG003287	h1tg000071l	1286616	1287569	-	
PcrG003288	h1tg000071l	1293086	1312178	+	
PcrG003289	h1tg000071l	1314335	1316801	-	
PcrG003290	h1tg000071l	1319783	1323695	+	
PcrG003291	h1tg000071l	1359473	1360618	+	
PcrG003292	h1tg000071l	1384097	1395556	+	
PcrG003293	h1tg000071l	1402456	1433850	+	
PcrG003294	h1tg000071l	1435206	1444600	+	
PcrG003295	h1tg000071l	1448057	1454975	+	
PcrG003296	h1tg000071l	1461131	1466467	+	
PcrG003297	h1tg000072l	6252	12448	-	
PcrG003298	h1tg000072l	85881	96480	-	
PcrG003299	h1tg000072l	311585	328906	+	
PcrG003300	h1tg000072l	379627	388275	-	
PcrG003301	h1tg000072l	388571	394001	-	
PcrG003302	h1tg000072l	421630	426885	-	
PcrG003303	h1tg000072l	494035	503471	+	
PcrG003304	h1tg000073l	146086	157672	-	
PcrG003305	h1tg000073l	185359	209760	-	
PcrG003306	h1tg000073l	228229	231184	+	
PcrG003307	h1tg000073l	281080	286154	+	
PcrG003308	h1tg000074l	5086	5694	-	
PcrG003309	h1tg000074l	13658	15492	-	
PcrG003310	h1tg000074l	20815	23459	-	
PcrG003311	h1tg000074l	26322	29731	-	
PcrG003312	h1tg000074l	57529	67709	-	
PcrG003313	h1tg000074l	68782	71584	-	
PcrG003314	h1tg000074l	73576	76281	-	
PcrG003315	h1tg000074l	76463	92803	+	
PcrG003316	h1tg000074l	94546	99198	+	
PcrG003317	h1tg000074l	101378	104630	+	
PcrG003318	h1tg000074l	108132	118998	-	
PcrG003319	h1tg000074l	120587	128355	+	
PcrG003320	h1tg000074l	132718	141897	-	
PcrG003321	h1tg000074l	159249	161163	+	
PcrG003322	h1tg000074l	170563	182072	-	
PcrG003323	h1tg000074l	188231	188992	-	
PcrG003324	h1tg000075l	23505	29175	-	
PcrG003325	h1tg000075l	32320	35242	-	
PcrG003326	h1tg000075l	36462	46218	+	
PcrG003327	h1tg000075l	67596	80397	-	
PcrG003328	h1tg000075l	89795	90726	-	
PcrG003329	h1tg000075l	97238	103703	-	
PcrG003330	h1tg000075l	138461	149369	-	
PcrG003331	h1tg000075l	157172	176590	+	
PcrG003332	h1tg000075l	186283	192868	+	
PcrG003333	h1tg000075l	196437	208514	+	
PcrG003334	h1tg000075l	214399	228787	-	
PcrG003335	h1tg000075l	255146	263229	+	
PcrG003336	h1tg000075l	272794	280216	+	
PcrG003337	h1tg000075l	285682	286803	-	
PcrG003338	h1tg000075l	317195	342213	-	
PcrG003339	h1tg000075l	342405	342924	+	
PcrG003340	h1tg000075l	405566	416416	-	
PcrG003341	h1tg000075l	419267	445078	-	
PcrG003342	h1tg000075l	477905	485520	+	
PcrG003343	h1tg000075l	494244	514070	-	
PcrG003344	h1tg000075l	521826	522601	-	
PcrG003345	h1tg000075l	524383	526363	+	
